COURSE CODE,TITLE,LOCAL CREDIT,ECTS CREDIT,REMAINING / TOTAL QUOTA,CAMPUS,CLASSROOM(S),INSTRUCTOR NAME,INSTRUCTOR SURNAME,ASSISTANT,TIME SLOT,FACULTY NAME,COURSE HOUR(S),LIVE SECTION
BİLP1124.3,DATABASE II (3),3,5,17 / 30,Maslak,"A114, A114, A114",TUĞÇE,ŞEN,STAFF,"Çarşamba 15:30 - 16:20, Çarşamba 16:30 - 17:20, Çarşamba 17:30 - 18:20",Vocational School,3,NO
BİLP1124.4,DATABASE II (3),3,5,0 / 30,Maslak,"A114, A114, A114",TUĞÇE,ŞEN,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 08:30 - 09:20",Vocational School,3,NO
BİLP1124.5,DATABASE II (3),3,5,10 / 30,Maslak,"A114, A114, A114",TUĞÇE,ŞEN,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 08:30 - 09:20",Vocational School,3,NO
BİLP1125.1,Nesnelerin İnterneti  (3),3,5,0 / 40,Maslak,"A103, A103, A103",KURTULUŞ,KILÇER,STAFF,"Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",Vocational School,4,NO
BİLP1125.2,Nesnelerin İnterneti  (3),3,5,1 / 40,Maslak,"A203, A203, A203",KURTULUŞ,KILÇER,STAFF,"Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20, Pazartesi 17:30 - 18:20",Vocational School,4,NO
BİLP1125.3,Nesnelerin İnterneti  (3),3,5,0 / 30,Maslak,"A402, A402, A402",KURTULUŞ,KILÇER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 08:30 - 09:20",Vocational School,4,NO
BİLP1125.4,Nesnelerin İnterneti  (3),3,5,8 / 30,Maslak,"A320, A320, A320",KURTULUŞ,KILÇER,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 08:30 - 09:20",Vocational School,4,NO
BİLP2132.1,COMPUTER HARDWARE (3),3,4,12 / 75,Maslak,"B108, B108, B108",GÜLSÜM,KAMER,STAFF,"Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",Vocational School,0,NO
BİLP2132.2,COMPUTER HARDWARE (3),3,4,11 / 55,Maslak,"B151, B151, B151",GÜLSÜM,KAMER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 08:30 - 09:20",Vocational School,0,NO
BİLP2141.1,SYSTEM ANALYSIS AND DESIGN (3),3,4,6 / 75,Maslak,"B108, B108, B108",KURTULUŞ,KILÇER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20",Vocational School,0,NO
BİLP2141.2,SYSTEM ANALYSIS AND DESIGN (3),3,4,12 / 55,Maslak,"B151, B151, B151",KURTULUŞ,KILÇER,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 08:30 - 09:20",Vocational School,0,NO
BİLP2142.1,OBJECT ORIENTED PROGRAMMING II (3),3,5,0 / 35,Maslak,"A114, A114, A114",HALİS FURKAN,BAYRAM,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20",Vocational School,0,NO
BİLP2142.2,OBJECT ORIENTED PROGRAMMING II (3),3,5,3 / 35,Maslak,"A114, A114, A114",HALİS FURKAN,BAYRAM,STAFF,"Salı 15:30 - 16:20, Salı 16:30 - 17:20, Salı 17:30 - 18:20",Vocational School,0,NO
BİLP2142.3,OBJECT ORIENTED PROGRAMMING II (3),3,5,1 / 25,Maslak,"A114, A114, A114",HALİS FURKAN,BAYRAM,STAFF,"Salı 08:30 - 09:20, Salı 08:30 - 09:20",Vocational School,0,NO
BİLP2142.4,OBJECT ORIENTED PROGRAMMING II (3),3,5,0 / 25,Maslak,"A114, A114, A114",HALİS FURKAN,BAYRAM,STAFF,"Cuma 08:30 - 09:20, Cuma 08:30 - 09:20",Vocational School,0,NO
BİLP2144.1,SOFTWARE ARCHITECTURES (3),3,4,17 / 80,Maslak,"B108, B108, B108",TAHA,AYDOĞMUŞ,STAFF,"Cuma 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",Vocational School,0,NO
BİLP2144.2,SOFTWARE ARCHITECTURES (3),3,4,6 / 50,Maslak,"B151, B151, B151",TAHA,AYDOĞMUŞ,STAFF,"Cuma 08:30 - 09:20, Cuma 08:30 - 09:20",Vocational School,0,NO
BİLP2155.1,CONTENT MANAGEMENT SYSTEMS (3),3,5,1 / 35,Maslak,"A114, A114, A114",HALİS FURKAN,BAYRAM,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20",Vocational School,0,NO
BİLP2155.2,CONTENT MANAGEMENT SYSTEMS (3),3,5,9 / 35,Maslak,"A114, A114, A114",HALİS FURKAN,BAYRAM,STAFF,"Cuma 15:30 - 16:20, Cuma 16:30 - 17:20, Cuma 17:30 - 18:20",Vocational School,0,NO
BİLP2155.3,CONTENT MANAGEMENT SYSTEMS (3),3,5,2 / 40,Maslak,"A114, A114, A114",HALİS FURKAN,BAYRAM,STAFF,"Salı 08:30 - 09:20, Salı 08:30 - 09:20",Vocational School,0,NO
BİLP2155.4,CONTENT MANAGEMENT SYSTEMS (3),3,5,0 / 0,Maslak,,STAFF,,STAFF,,Vocational School,0,NO
BİLP2909.1,INDUSTRIAL TRAINING,0,1,50 / 100,Maslak,,ÖNER,AYTAŞ,STAFF,,Vocational School,0,NO
BİTE1001.1,Computer Literacy,0,1,96 / 100,Şile,,SEYHUN,ALTUNBAY,STAFF,,"Faculty of Economics, Administrative and Social Sciences",0,YES
BMED2102.1,Human Anatomy and Physiology (3),3,5,11 / 30,Şile,"DMF-301, DMF-301, DMF-301",ALİ İLKAY,UZUN,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
BMED3302.1,Biomedical instrumentation II (3),3,5,10 / 40,Şile,"DMF-201, DMF-201",RÜŞTÜ  MURAT,DEMİRER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20",Faculty of Engineering and Natural Sciences,2,NO
BMED3302-L.1,Biomedical instrumentation II,0,0,1 / 18,Şile,"LMF-415, LMF-415",RÜŞTÜ  MURAT,DEMİRER,STAFF,"Salı 11:30 - 12:20, Salı 12:30 - 13:20",Faculty of Engineering and Natural Sciences,2,NO
BMED3302-L.2,Biomedical instrumentation II,0,0,5 / 18,Şile,"LMF-415, LMF-415",RÜŞTÜ  MURAT,DEMİRER,STAFF,"Salı 15:30 - 16:20, Salı 16:30 - 17:20",Faculty of Engineering and Natural Sciences,2,NO
BMED3304.1,Therapeutic Medical Devices (3),3,5,3 / 40,Şile,"DMF-115, DMF-115, DMF-115",SELDEN,ÇEPNİ,STAFF,"Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Salı 14:30 - 15:20",Faculty of Engineering and Natural Sciences,3,NO
BMED3501.1,Biosignal Processing (3),3,5,2 / 30,Şile,"DMF-003, DMF-003",RÜŞTÜ  MURAT,DEMİRER,STAFF,"Çarşamba 11:30 - 12:20, Çarşamba 12:30 - 13:20",Faculty of Engineering and Natural Sciences,2,NO
BMED3501-L.1,Biosignal Processing,0,0,2 / 30,Şile,"DMF-003, DMF-003",RÜŞTÜ  MURAT,DEMİRER,STAFF,"Çarşamba 15:30 - 16:20, Çarşamba 16:30 - 17:20",Faculty of Engineering and Natural Sciences,2,NO
BMED3910.1,Summer Practice-I,0,1,3 / 10,Şile,,AHMET,AKSEN,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
BMED3920.1,Summer Practice-I,0,2,18 / 20,Şile,,AHMET,AKSEN,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
BMED4112.1,Management &amp; Risk Analysis for Medical Devices (3),3,5,-4 / 15,Şile,"DMF-400, DMF-400, DMF-400",SELDEN,ÇEPNİ,STAFF,"Salı 11:30 - 12:20, Salı 12:30 - 13:20, Salı 13:30 - 14:20",Faculty of Engineering and Natural Sciences,3,NO
BMED4401.1,Neuroscience Applications in Biomedical Engineering (5),5,5,1 / 20,Şile,"DMF-004, DMF-004, DMF-004",YAKUP,ÖZSEZER,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
BMED4801.1,Medical laboratory techniques (3),3,5,1 / 15,Şile,"ONLINE, ONLINE, ONLINE",TİMUÇİN,AVŞAR,STAFF,,Faculty of Engineering and Natural Sciences,3,YES
BMED4803.1,Biosensors (3),3,5,11 / 15,Şile,"DMF-301, DMF-301, DMF-301",SAKİP,ÖNDER,STAFF,"Salı 08:30 - 09:20, Salı 08:30 - 09:20",Faculty of Engineering and Natural Sciences,3,YES
BMED4806.1,Clinical Care Informatics (3),3,5,11 / 15,Şile,"DMF-303, DMF-303, DMF-303",RÜŞTÜ  MURAT,DEMİRER,STAFF,,Faculty of Engineering and Natural Sciences,3,NO
BMED4902.1,Graduation Design Project (3),3,6,14 / 30,Şile,,AHMET,AKSEN,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
BMED4910.1,Summer Practice-II,0,1,14 / 20,Şile,,AHMET,AKSEN,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
BUS515T.1,Leadership and Team Management (3),3,7,40 / 50,Online,"-, -",ASLI,TUNCAY ÇELİKEL,STAFF,Çarşamba 08:30 - 09:20,School of Graduate Studies,0,YES
BUS516T.1,Human Resources Management (3),3,7,38 / 50,Online,"-, -",YEŞİM PINAR,SOYKUT,STAFF,Pazartesi 08:30 - 09:20,School of Graduate Studies,0,YES
BUS517.1,Neuromarketing (3),3,7,45 / 50,Maslak,"A302, A302, A302, A302",CANER,GİRAY,STAFF,,School of Graduate Studies,0,NO
BUS519T.1,Strategic Management (3),3,7,32 / 50,Online,"-, -",PINAR,AKSEKİ,STAFF,,School of Graduate Studies,0,YES
BUS520.1,Research Methods (3),3,7,42 / 50,Maslak,"B255, B255, B255",SIRRI EMRAH,ÜÇER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 08:30 - 09:20",School of Graduate Studies,0,NO
BUS520T.1,Research Methods (3),3,7,37 / 50,Online,"-, -",EMİNE BAŞAK,TAVMAN,STAFF,Salı 08:30 - 09:20,School of Graduate Studies,0,YES
BUS520T.2,Research Methods (3),3,7,24 / 50,Online,"-, -",YILDIRIM ERCAN,ÇALIŞ,STAFF,Salı 08:30 - 09:20,School of Graduate Studies,0,YES
BUS536T.1,International Marketing (3),3,7,31 / 50,Online,"-, -",KEMAL ÖZKAN,YILMAZ,STAFF,Çarşamba 08:30 - 09:20,School of Graduate Studies,0,YES
BUS537T.1,Brand Management (3),3,7,43 / 50,Online,"-, -",ALİ MURAT,FERMAN,STAFF,,School of Graduate Studies,0,YES
BUS538T.1,Digital Marketing (3),3,7,45 / 50,Online,"-, -",ANIL,ŞERİFSOY,STAFF,Çarşamba 08:30 - 09:20,School of Graduate Studies,0,YES
BUS539T.1,Competition and Competition Strategies (3),3,7,44 / 50,Online,"-, -",EVRİM,DEVELİ,STAFF,Pazartesi 08:30 - 09:20,School of Graduate Studies,0,YES
BUS545T.1,Financial Management and Financial Analysis (3),3,7,29 / 50,Online,"-, -",SUAT,TEKER,STAFF,,School of Graduate Studies,0,YES
BUS550.1,Digital Transformation Management (3),3,7,46 / 50,Maslak,"A302, A302, A302",FİGEN,HARAVON,STAFF,,School of Graduate Studies,3,NO
BUS576T.1,CAREER  AND TALENT MANAGEMENT (3),3,7,45 / 50,Online,"-, -",YEŞİM PINAR,SOYKUT,STAFF,Salı 08:30 - 09:20,School of Graduate Studies,0,YES
BUS577T.1,ETHICS IN WORKING LIFE AND SOCIAL RESPONSIBILITY (3),3,7,45 / 50,Online,"-, -",HABİBE,AKŞİT EVİNGÜR,STAFF,Cuma 08:30 - 09:20,School of Graduate Studies,0,YES
BUS585T.1,FINANCIAL ECONOMETRICS (3),3,7,39 / 50,Online,"-, -",ELÇİN AYKAÇ,ALP,STAFF,Cuma 08:30 - 09:20,School of Graduate Studies,0,YES
BUS586T.1,ADVANCED CORPORATE FINANCE (3),3,7,12 / 50,Online,"-, -",DİLEK,TEKER,STAFF,Pazartesi 08:30 - 09:20,School of Graduate Studies,0,YES
BUS587T.1,INTERNATIONAL FINANCE (3),3,7,39 / 50,Online,"-, -",SUAT,TEKER,STAFF,,School of Graduate Studies,0,YES
BUS588T.1,BANKING AND RISK MANAGEMENT (3),3,7,39 / 50,Online,"-, -",CÜNEYT,DİRİCAN,STAFF,Çarşamba 08:30 - 09:20,School of Graduate Studies,0,YES
BUS592.1,Psychoanalysis of Organization (3),3,7,45 / 50,Maslak,"A302, A302, A302",AHMET HAKAN,YÜKSEL,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 08:30 - 09:20",School of Graduate Studies,3,NO
BUS597.1,Master's Seminar,0,11,50 / 50,Maslak,A302,DİLEK,TEKER,STAFF,Pazartesi 17:30 - 18:20,School of Graduate Studies,0,NO
BUS597T.1,Master’s Seminar,0,11,47 / 50,Maslak,A302,DİLEK,TEKER,STAFF,Çarşamba 17:30 - 18:20,School of Graduate Studies,0,NO
BUS598.1,GRADUATION PROJECT,0,20,47 / 50,Maslak,,YEŞİM PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO
BUS598T.1,Graduation Project,0,20,48 / 50,Maslak,,YEŞİM PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO
BUS598T.2,Graduation Project,0,20,42 / 50,Maslak,,YEŞİM PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO
BUS598T.3,Graduation Project,0,20,38 / 50,Maslak,,YEŞİM PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO
BUS598T.4,Graduation Project,0,20,48 / 50,Maslak,,YEŞİM PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO
BUS598T.5,Graduation Project,0,20,27 / 50,Maslak,,YEŞİM PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO
BUS598T.6,Graduation Project,0,20,50 / 50,Maslak,,YEŞİM PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO
BUS598T.7,Graduation Project,0,20,50 / 50,Şile,,YEŞİM PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO
BUS599.1,Master's Thesis,0,60,23 / 30,Maslak,,DİLEK,TEKER,STAFF,,School of Graduate Studies,0,NO
BUS599T.1,Master's Thesis,0,60,50 / 50,Maslak,,DİLEK,TEKER,STAFF,,School of Graduate Studies,0,NO
BUS599T.2,Master's Thesis,0,60,50 / 50,Maslak,,DİLEK,TEKER,STAFF,,School of Graduate Studies,0,NO
BUS599T.3,Master's Thesis,0,60,42 / 50,Maslak,,DİLEK,TEKER,STAFF,,School of Graduate Studies,0,NO
BUS615.1,Current Issues in Management (3),3,7,50 / 50,Maslak,"A302, A302, A302",ASLI,TUNCAY ÇELİKEL,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 08:30 - 09:20",School of Graduate Studies,0,NO
BUS696.1,PhD Thesis Proposal,0,30,50 / 50,Maslak,,DİLEK,TEKER,STAFF,,School of Graduate Studies,0,NO
BUS697.1,PhD  Seminar,0,21,47 / 50,Maslak,A302,DİLEK,TEKER,STAFF,Çarşamba 08:30 - 09:20,School of Graduate Studies,0,NO
BUS698.1,PHD QUALIFYING EXAM,0,0,46 / 50,Maslak,,DİLEK,TEKER,STAFF,,School of Graduate Studies,0,NO
BUS699.1,PhD Thesis,0,170,45 / 50,Maslak,,DİLEK,TEKER,STAFF,,School of Graduate Studies,0,NO
BUSI1302.1,Principles of Management (3),3,6,0 / 52,Şile,"D/K-312, D/K-312, D/K-312",AHMET HAKAN,YÜKSEL,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,NO
BUSI1302.2,Principles of Management (3),3,6,14 / 50,Şile,"DMF-312, DMF-312, DMF-312",AHMET HAKAN,YÜKSEL,STAFF,"Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20","Faculty of Economics, Administrative and Social Sciences",3,NO
BUSI1734.1,Business Law (3),3,6,5 / 50,Online,"ONLINE, ONLINE, ONLINE",MAHMUT ALPER,KILIÇ,STAFF,"Cuma 11:30 - 12:20, Cuma 12:30 - 13:20, Cuma 13:30 - 14:20","Faculty of Economics, Administrative and Social Sciences",3,YES
BUSI1734.2,Business Law (3),3,6,15 / 50,Online,"ONLINE, ONLINE, ONLINE",EGEMEN,FALCIOĞLU,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,YES
BUSI2111.1,Financial Accounting (3),3,6,0 / 71,Şile,"DMF-411, DMF-411, DMF-411",SAİT SAYGIN,EYÜPGİLLER,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,YES
BUSI2112.1,Managerial Accounting (3),3,6,43 / 50,Şile,"DMF-202, DMF-202, DMF-214",SUAT,TEKER,STAFF,"Salı 11:30 - 12:20, Salı 12:30 - 13:20, Salı 13:30 - 14:20","Faculty of Economics, Administrative and Social Sciences",3,NO
BUSI3042.1,New Product Development (3),3,5,24 / 50,Şile,"LMF-117, LMF-117, LMF-117",ASLI,TUNCAY ÇELİKEL,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO
BUSI3062.1,Research Methods (3),3,6,17 / 50,Şile,"DMF-202, DMF-202, DMF-202",SERDAR SALİH,DURMUŞOĞLU,STAFF,"Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Economics, Administrative and Social Sciences",3,NO
BUSI3222.1,Corporate Finance (3),3,6,18 / 50,Şile,"DMF-201, DMF-201, DMF-201",DİLEK,TEKER,STAFF,"Salı 12:30 - 13:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20","Faculty of Economics, Administrative and Social Sciences",3,NO
BUSI3444.1,Consumer Behavior (3),3,6,19 / 50,Şile,"D/K-303, D/K-303, D/K-303",MERVE KADRİYE,YURDABAK,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,YES
BUSI3632.1,Human Resources Management (3),3,6,0 / 52,Şile,"LMF-117, LMF-117, LMF-117",YEŞİM PINAR,SOYKUT,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO
BUSI4068.1,Digital Transformation Management (3),3,5,0 / 58,Şile,"D/K-312, D/K-312, D/K-312",FİGEN,HARAVON,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,YES
BUSI4441.1,International Marketing (3),3,6,2 / 50,Şile,"DMF-312, DMF-312, DMF-312",ALİ MURAT,FERMAN,STAFF,"Cuma 15:30 - 16:20, Cuma 16:30 - 17:20, Cuma 17:30 - 18:20","Faculty of Economics, Administrative and Social Sciences",3,YES
BUSI4448.1,Digital Marketing (3),3,5,13 / 50,Şile,"D/K-211, D/K-211, D/K-211",ANIL,ŞERİFSOY,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,YES
BUSI4572.1,Managerial Decision Making (3),3,5,0 / 42,Şile,"LMF-316, LMF-316, LMF-316",GAMZE,KARAYAZ,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO
BUSI4573.1,Business Project Management (3),3,6,10 / 35,Şile,"AMF-010, AMF-010",GAMZE,KARAYAZ,STAFF,"Salı 13:30 - 14:20, Salı 14:30 - 15:20","Faculty of Economics, Administrative and Social Sciences",2,NO
BUSI4573.2,Business Project Management (3),3,6,3 / 35,Şile,"LMF-316, LMF-316",GAMZE,KARAYAZ,STAFF,"Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20","Faculty of Economics, Administrative and Social Sciences",2,NO
BUSI4573-L.1,Business Project Management,0,0,10 / 35,Şile,"D/K-305, D/K-305",GAMZE,KARAYAZ,STAFF,"Salı 15:30 - 16:20, Salı 16:30 - 17:20","Faculty of Economics, Administrative and Social Sciences",2,NO
BUSI4573-L.2,Business Project Management,0,0,3 / 35,Şile,"LMF-316, LMF-316",GAMZE,KARAYAZ,STAFF,"Çarşamba 15:30 - 16:20, Çarşamba 16:30 - 17:20","Faculty of Economics, Administrative and Social Sciences",2,NO
BUSI595.1,Cross Cultural Business Management (3),3,7,44 / 50,Maslak,"B255, B255, B255",PINAR,AKSEKİ,STAFF,"Salı 08:30 - 09:20, Salı 08:30 - 09:20",School of Graduate Studies,0,NO
CE500.1,GRADUATE SEMINAR,0,4,14 / 15,Maslak,,BİHRAT,ÖNÖZ,STAFF,,School of Graduate Studies,0,YES
CE512.1,EARTHQUAKE ENGINEERING (3),3,,9 / 15,Online,,ÖNDER,UMUT,STAFF,,School of Graduate Studies,0,YES
CE516.1,NONLINEAR STRUCTURAL ANALYSIS (3),3,0,12 / 15,Maslak,,BORA,AKŞAR,STAFF,,School of Graduate Studies,0,YES
CE532.1,Soil Dynamics (3),3,7,11 / 15,Online,,EHSAN,ETMİNAN,STAFF,,School of Graduate Studies,0,NO
CE580.1,Term Project,0,16,9 / 10,Maslak,,BİHRAT,ÖNÖZ,STAFF,,School of Graduate Studies,0,YES
CE582.1,SPECIAL TOPICS (TRANSPORTATION RESEARCH PROBLEMS) (3),3,7,-1 / 0,Maslak,,STAFF,,STAFF,,School of Graduate Studies,3,YES
CE590.1,MASTER THESIS,0,66,9 / 15,Maslak,,BİHRAT,ÖNÖZ,STAFF,,School of Graduate Studies,0,YES
CHEM1101.1,General Chemistry (3),3,5,21 / 80,Şile,"DMF-313, DMF-313, DMF-313",AYŞENUR,GÜL,STAFF,,Faculty of Engineering and Natural Sciences,3,NO
CIVL2002.1,Surveying (3),3,5,20 / 25,Şile,"DMF-202, DMF-202",STAFF  43,,STAFF,"Salı 13:30 - 14:20, Salı 14:30 - 15:20",Faculty of Engineering and Natural Sciences,2,NO
CIVL2002-L.1,Surveying,0,0,20 / 25,Şile,"DMF-004, DMF-004",STAFF  44,,STAFF,"Salı 15:30 - 16:20, Salı 16:30 - 17:20",Faculty of Engineering and Natural Sciences,2,NO
CIVL2004.1,Geology (3),3,4,19 / 25,Şile,"DMF-002, DMF-002, DMF-002",STAFF  45,,STAFF,"Cuma 11:30 - 12:20, Cuma 12:30 - 13:20, Cuma 13:30 - 14:20",Faculty of Engineering and Natural Sciences,3,NO
CIVL2910.1,Summer Practice I,0,1,44 / 50,Online,,BORA,AKŞAR,STAFF,,Faculty of Engineering and Natural Sciences,0,YES
CIVL3302.1,Structural Analysis II (3),3,5,5 / 25,Şile,"DMF-002, DMF-002, DMF-002",BORA,AKŞAR,STAFF,Cuma 16:30 - 17:20,Faculty of Engineering and Natural Sciences,3,NO
CIVL3302-PS.1,Structural Analysis II,0,0,5 / 25,Şile,"DMF-002, DMF-002",BORA,AKŞAR,STAFF,"Cuma 14:30 - 15:20, Cuma 15:30 - 16:20",Faculty of Engineering and Natural Sciences,2,NO
CIVL3304.1,Reinforced Concrete (3),3,5,16 / 25,Şile,"DMF-002, DMF-002, DMF-002",ÖNDER,UMUT,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
CIVL3304-PS.1,Reinforced Concrete,0,0,16 / 25,Şile,DMF-002,ÖNDER,UMUT,STAFF,Pazartesi 12:30 - 13:20,Faculty of Engineering and Natural Sciences,1,NO
CIVL3402.1,Highway Engineering (3),3,5,8 / 20,Şile,"DMF-200, DMF-200, DMF-200",STAFF,,STAFF,"Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20",Faculty of Engineering and Natural Sciences,3,NO
CIVL3502.1,Foundation Engineering (3),3,5,13 / 25,Şile,"DMF-102, DMF-102, DMF-102",EHSAN,ETMİNAN,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
CIVL3910.1,Summer Practice II,0,1,37 / 50,Online,,BORA,AKŞAR,STAFF,,Faculty of Engineering and Natural Sciences,0,YES
CIVL4456.1,Tunnel Engineering (3),3,5,7 / 20,Şile,"DMF-200, DMF-200, DMF-200",STAFF,,STAFF,,Faculty of Engineering and Natural Sciences,3,NO
CIVL4551.1,Deep Excavations and Retaining Structures (3),3,5,17 / 25,Şile,"DMF-103, DMF-103, DMF-103",EHSAN,ETMİNAN,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
CIVL4853.1,Special Topics: Computer Aided Structural Analysis (3),3,5,9 / 25,Şile,"DMF-103, DMF-103, DMF-103",BORA,AKŞAR,STAFF,"Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20, Cuma 08:30 - 09:20",Faculty of Engineering and Natural Sciences,3,NO
CIVL4912.1,Graduation Design Project (3),3,7,17 / 30,Online,"ONLINE, ONLINE, ONLINE, ONLINE, ONLINE, ONLINE, ONLINE, ONLINE",BİHRAT,ÖNÖZ,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Salı 12:30 - 13:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20, Salı 15:30 - 16:20, Salı 16:30 - 17:20",Faculty of Engineering and Natural Sciences,8,YES
COMP1103.1,Introduction to Programming (4),4,5,60 / 260,Şile,"DMF-114, DMF-114, DMF-114",TUĞBA,ERKOÇ,STAFF,,Faculty of Engineering and Natural Sciences,3,YES
COMP1103-L.1,Introduction to Programming,0,0,26 / 75,Şile,"DMF-213, DMF-213",GİZEM,GÜMÜŞÇEKİÇCİ,STAFF,,Faculty of Engineering and Natural Sciences,2,YES
COMP1103-L.2,Introduction to Programming,0,0,52 / 75,Şile,"DMF-313, DMF-313",ÖZAY,EZERCELİ,STAFF,,Faculty of Engineering and Natural Sciences,2,YES
COMP1103-L.4,Introduction to Programming,0,0,0 / 75,Şile,"DMF-113, DMF-113",GİZEM,GÜMÜŞÇEKİÇCİ,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20",Faculty of Engineering and Natural Sciences,2,YES
COMP1103-L.5,Introduction to Programming,0,0,25 / 75,Şile,"DMF-115, DMF-115",ÖZAY,EZERCELİ,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20",Faculty of Engineering and Natural Sciences,2,YES
COMP1111.1,Fundamentals of Programming (4),4,6,7 / 90,Şile,"DMF-114, DMF-114, DMF-114",TUĞBA,ERKOÇ,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
COMP1111-L.1,Fundamentals of Programming,0,0,7 / 55,Şile,"AMF-010, AMF-010",ÖZAY,EZERCELİ,STAFF,"Cuma 12:30 - 13:20, Cuma 13:30 - 14:20",Faculty of Engineering and Natural Sciences,2,NO
COMP1111-L.2,Fundamentals of Programming,0,0,1 / 35,Şile,"LMF-318, LMF-318",GİZEM,GÜMÜŞÇEKİÇCİ,STAFF,"Cuma 12:30 - 13:20, Cuma 13:30 - 14:20",Faculty of Engineering and Natural Sciences,2,NO
